법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별,가격
상일동,490,고덕리엔파크3단지,2011,2020,7,2,11740,4,59.72,72800,강동구,7.28
강일동,686,강일리버파크7단지,2009,2020,7,29,11740,2,59.7,71500,강동구,7.15
성내동,590,성내동삼성아파트,1999,2020,7,30,11740,3,59.88,76100,강동구,7.61
상일동,519,고덕아르테온,2020,2020,7,31,11740,4,59.98,125000,강동구,12.5
명일동,41,고덕삼환아파트,1987,2020,8,10,11740,15,84.644,94500,강동구,9.45
둔촌동,135-1,현대3,1988,2020,8,15,11740,2,69.3,79000,강동구,7.9
길동,388-7,다성이즈빌(주상복합),2015,2020,8,3,11740,11,36.35,29000,강동구,2.9
암사동,442-1,한강현대,1999,2020,8,23,11740,8,115.0,101000,강동구,10.1
천호동,450,강동상떼빌,2007,2020,8,29,11740,14,119.7,93500,강동구,9.35
성내동,164-1,씨제이나인,2006,2020,8,29,11740,9,84.42,73000,강동구,7.3
상일동,519,고덕아르테온,2020,2020,8,16,11740,5,59.96,134500,강동구,13.45
암사동,414-2,롯데캐슬퍼스트,2008,2020,8,27,11740,12,102.34,140000,강동구,14.0
길동,401-1,하나플러스,2004,2020,8,26,11740,2,84.84,67000,강동구,6.7
명일동,54,한양,1986,2020,8,28,11740,1,119.37,150000,강동구,15.0
천호동,317-31,부강아파트,2006,2020,9,12,11740,2,84.99,41900,강동구,4.19
명일동,251-1,현대(명일),1988,2020,9,5,11740,10,57.09,69000,강동구,6.9
암사동,413,프라이어팰리스,2007,2020,9,29,11740,14,59.983,105000,강동구,10.5
천호동,571,래미안강동팰리스,2017,2020,9,29,11740,18,84.97,138500,강동구,13.85
고덕동,693,고덕그라시움,2019,2020,9,26,11740,23,59.052,120000,강동구,12.0
고덕동,688,래미안힐스테이트고덕,2016,2020,9,27,11740,22,59.35,129500,강동구,12.95
고덕동,693,고덕그라시움,2019,2020,9,26,11740,4,59.052,120000,강동구,12.0
천호동,49-16,금성타운,1997,2020,9,28,11740,6,84.0,48700,강동구,4.87
천호동,571,래미안강동팰리스,2017,2020,9,25,11740,31,84.97,143500,강동구,14.35
암사동,414-2,롯데캐슬퍼스트,2008,2020,9,26,11740,2,111.22,136500,강동구,13.65
상일동,476,중앙하이츠,1992,2020,10,25,11740,8,84.23,96000,강동구,9.6
명일동,15,삼익그린2차,1983,2020,10,31,11740,12,54.81,102900,강동구,10.29
고덕동,210-1,고덕센트럴푸르지오,2020,2020,10,30,11740,16,59.14,88500,강동구,8.85
천호동,361-1,제일아파트,1995,2020,10,31,11740,3,77.61,59500,강동구,5.95
천호동,452-15,미사아름채아파트,2020,2020,10,30,11740,11,12.14,23500,강동구,2.35
천호동,452-15,미사아름채아파트,2020,2020,10,30,11740,5,12.14,22500,강동구,2.25
성내동,590,성내동삼성아파트,1999,2020,10,10,11740,2,59.88,80000,강동구,8.0
성내동,446-12,동남2,2002,2020,10,31,11740,3,84.13,64500,강동구,6.45
성내동,412,둔촌역아치스톤(101동),2010,2020,10,31,11740,3,84.88,87500,강동구,8.75
명일동,15,삼익그린2차,1983,2020,10,31,11740,4,54.81,101000,강동구,10.1
명일동,251-1,현대(명일),1988,2020,11,14,11740,5,57.09,69700,강동구,6.97
고덕동,688,래미안힐스테이트고덕,2016,2020,11,24,11740,14,59.35,124000,강동구,12.4
천호동,47-24,천호1차우림루미아트,2004,2020,11,30,11740,8,84.88,79000,강동구,7.9
암사동,413,프라이어팰리스,2007,2020,11,30,11740,14,84.988,127800,강동구,12.78
상일동,514,고덕롯데캐슬베네루체,2019,2020,11,29,11740,26,84.923,155000,강동구,15.5
천호동,217-132,동아하이빌아파트,2000,2020,11,30,11740,3,84.97,83000,강동구,8.3
천호동,447-17,강동역신동아파밀리에,2015,2020,11,29,11740,28,101.25,130000,강동구,13.0
천호동,447-17,강동역신동아파밀리에,2015,2020,11,28,11740,15,101.25,122000,강동구,12.2
둔촌동,104-3,율전에버그린,2007,2020,11,28,11740,7,105.45,81000,강동구,8.1
길동,400,길동우성,1994,2020,11,30,11740,3,57.1,74500,강동구,7.45
성내동,419-13,동아1,1997,2020,12,28,11740,7,75.02,75000,강동구,7.5
강일동,674,강일리버파크3단지,2009,2020,12,26,11740,7,84.53,109000,강동구,10.9
강일동,674,강일리버파크3단지,2009,2020,12,12,11740,4,84.74,98500,강동구,9.85
천호동,52-17,태천해오름아파트,2002,2020,12,29,11740,5,105.97,79800,강동구,7.98
암사동,509,선사현대아파트,2000,2020,12,26,11740,4,59.64,99000,강동구,9.9
고덕동,499,고덕 아이파크,2011,2020,12,31,11740,20,84.98,156000,강동구,15.6
상일동,473,동아,1997,2020,12,29,11740,16,59.25,40700,강동구,4.07
명일동,326-9,중앙,2001,2020,12,16,11740,6,84.86,78000,강동구,7.8
강일동,673,강일리버파크4단지,2009,2020,12,26,11740,10,84.83,107000,강동구,10.7
강일동,674,강일리버파크3단지,2009,2020,12,26,11740,7,84.53,109000,강동구,10.9
길동,477,이편한세상강동에코포레,2020,2021,1,15,11740,6,84.99,130000,강동구,13.0
명일동,42,명일우성,1986,2021,1,13,11740,1,133.65,161000,강동구,16.1
고덕동,693,고덕그라시움,2019,2021,1,12,11740,18,59.785,132000,강동구,13.2
암사동,419,암사동한솔,2002,2021,1,27,11740,5,84.73,95000,강동구,9.5
암사동,509,선사현대아파트,2000,2021,1,9,11740,7,82.94,139500,강동구,13.95
둔촌동,61-9,노바,2002,2021,1,9,11740,6,40.62,22500,강동구,2.25
고덕동,693,고덕그라시움,2019,2021,1,9,11740,15,59.785,150000,강동구,15.0
길동,400,길동우성,1994,2021,1,9,11740,6,40.36,60000,강동구,6.0
천호동,452-15,미사아름채아파트,2020,2021,1,30,11740,5,13.0175,22500,강동구,2.25
천호동,571,래미안강동팰리스,2017,2021,1,31,11740,5,84.97,137000,강동구,13.7
강일동,695,강일리버파크10단지,2009,2021,2,15,11740,9,114.81,93500,강동구,9.35
고덕동,486,아남1,1996,2021,2,20,11740,5,84.91,125000,강동구,12.5
둔촌동,546,신성둔촌미소지움1,1998,2021,2,28,11740,1,59.78,91000,강동구,9.1
성내동,419,집앤사비카,2020,2021,2,24,11740,7,28.74,40800,강동구,4.08
길동,474,강동LG자이,2003,2021,2,6,11740,13,126.43,145000,강동구,14.5
천호동,528,천호동삼성아파트,1997,2021,2,24,11740,6,59.86,82000,강동구,8.2
천호동,170-2,천호네스빌,2003,2021,2,26,11740,2,33.93,25900,강동구,2.59
암사동,414-2,롯데캐슬퍼스트,2008,2021,2,27,11740,2,84.98,144500,강동구,14.45
길동,474,강동LG자이,2003,2021,2,27,11740,1,84.88,118500,강동구,11.85
고덕동,486,아남1,1996,2021,2,27,11740,10,78.3,112000,강동구,11.2
천호동,425-5,대우한강베네시티,2007,2021,3,13,11740,16,132.44,120000,강동구,12.0
성내동,443-21,갑지하이린,2001,2021,3,19,11740,9,101.02,80000,강동구,8.0
성내동,424-12,동아2,1996,2021,3,7,11740,11,54.36,58500,강동구,5.85
고덕동,312,배재현대,1995,2021,3,18,11740,13,59.94,115000,강동구,11.5
명일동,15,삼익그린2차,1983,2021,3,31,11740,10,66.87,138000,강동구,13.8
천호동,414,두산위브센티움,2004,2021,3,1,11740,3,39.17,17500,강동구,1.75
강일동,717,고덕리엔파크2단지,2011,2021,3,28,11740,6,59.72,89900,강동구,8.99
천호동,338-20,한건브리앙아파트,2004,2021,3,28,11740,2,63.2,54800,강동구,5.48
둔촌동,425-3,태천해오름,2003,2021,3,31,11740,2,84.95,60000,강동구,6.0
천호동,447-15,진넥스빌Ⅲ,2003,2021,3,29,11740,10,73.26,61000,강동구,6.1
고덕동,693,고덕그라시움,2019,2021,4,6,11740,11,84.244,168000,강동구,16.8
강일동,673,강일리버파크4단지,2009,2021,4,29,11740,8,84.83,108000,강동구,10.8
명일동,354,형인허브빌,2002,2021,4,28,11740,5,83.66,89000,강동구,8.9
강일동,695,강일리버파크10단지,2009,2021,4,28,11740,11,84.74,115000,강동구,11.5
강일동,695,강일리버파크10단지,2009,2021,4,28,11740,7,84.83,114000,강동구,11.4
길동,242-6,예전이룸1차,2004,2021,4,17,11740,8,76.57,67500,강동구,6.75
성내동,419,집앤사비카,2020,2021,4,27,11740,9,32.22,48800,강동구,4.88
천호동,447-15,진넥스빌Ⅲ,2003,2021,4,26,11740,15,73.26,70000,강동구,7.0
천호동,427-3,천호엘크루,2008,2021,4,23,11740,16,144.5,128000,강동구,12.8
암사동,509,선사현대아파트,2000,2021,4,27,11740,4,59.64,101800,강동구,10.18
명일동,44,신동아,1986,2021,5,31,11740,5,127.33,182000,강동구,18.2
명일동,257,고덕주공9,1985,2021,5,29,11740,2,83.21,142000,강동구,14.2
암사동,509,선사현대아파트,2000,2021,5,29,11740,6,72.85,119800,강동구,11.98
암사동,414-2,롯데캐슬퍼스트,2008,2021,5,31,11740,16,59.99,124000,강동구,12.4
천호동,237,한신아파트,1991,2021,5,28,11740,2,37.1,42000,강동구,4.2
암사동,414-2,롯데캐슬퍼스트,2008,2021,5,29,11740,9,59.99,126500,강동구,12.65
성내동,434-4,중명,1999,2021,5,29,11740,5,84.58,65000,강동구,6.5
성내동,51,성내동대성,2003,2021,5,11,11740,4,84.98,89000,강동구,8.9
고덕동,688,래미안힐스테이트고덕,2016,2021,5,30,11740,11,97.26,189000,강동구,18.9
성내동,548-4,에스아이팰리스센트럴성내,2021,2021,5,26,11740,9,14.0075,23500,강동구,2.35
둔촌동,613,성원,1995,2021,6,1,11740,7,59.22,73500,강동구,7.35
둔촌동,613,성원,1995,2021,6,1,11740,7,59.22,73500,강동구,7.35
둔촌동,488,아인리베,2005,2021,6,27,11740,1,83.94,79200,강동구,7.92
성내동,419,집앤사비카,2020,2021,6,30,11740,3,18.45,27300,강동구,2.73
천호동,571,래미안강동팰리스,2017,2021,6,30,11740,25,84.97,164000,강동구,16.4
성내동,419,집앤사비카,2020,2021,6,30,11740,2,18.45,27000,강동구,2.7
성내동,295,성안마을청구,2002,2021,6,28,11740,6,84.96,100000,강동구,10.0
명일동,257,고덕주공9,1985,2021,6,30,11740,5,83.93,146000,강동구,14.6
암사동,509,선사현대아파트,2000,2021,6,23,11740,13,58.68,96146,강동구,9.6146
상일동,515,고덕숲아이파크,2018,2021,6,29,11740,14,84.85,148000,강동구,14.8
명일동,357,에스엠해그린,2004,2021,7,5,11740,9,84.58,80500,강동구,8.05
둔촌동,518-2,광남아파트101동,2004,2021,7,22,11740,3,84.24,79500,강동구,7.95
천호동,410-105,현대프라자아파트,1990,2021,7,30,11740,11,35.2,80000,강동구,8.0
길동,92,신동아4,1999,2021,7,28,11740,6,42.44,58900,강동구,5.89
천호동,447-17,강동역신동아파밀리에,2015,2021,7,31,11740,13,94.61,127500,강동구,12.75
암사동,474-21,메이저(474-21),2002,2021,7,30,11740,5,77.41,68000,강동구,6.8
강일동,699,강일리버파크9단지,2009,2021,7,28,11740,13,84.53,117000,강동구,11.7
고덕동,688,래미안힐스테이트고덕,2016,2021,7,31,11740,9,84.94,165000,강동구,16.5
명일동,332,명일지에스아파트,1999,2021,7,27,11740,23,84.9,112000,강동구,11.2
둔촌동,555,신동아파밀리에,2002,2021,7,26,11740,18,58.87,106300,강동구,10.63
성내동,405-9,한솔애리즈,2010,2021,8,11,11740,1,84.74,62000,강동구,6.2
고덕동,312,배재현대,1995,2021,8,30,11740,8,59.94,120000,강동구,12.0
상일동,490,고덕리엔파크3단지,2011,2021,8,28,11740,12,84.96,123000,강동구,12.3
길동,53,삼익파크맨션,1982,2021,8,27,11740,10,62.91,102000,강동구,10.2
천호동,44,금호아파트,1987,2021,8,12,11740,8,27.61,45000,강동구,4.5
고덕동,693,고덕그라시움,2019,2021,8,21,11740,19,84.24,188500,강동구,18.85
고덕동,693,고덕그라시움,2019,2021,8,28,11740,9,59.052,145000,강동구,14.5
