법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별,가격
숭인동,766,종로청계힐스테이트,2009,2022,7,13,11110,2,59.9426,85000,종로구,8.5
익선동,55,현대뜨레비앙,2003,2022,8,26,11110,7,48.54,40000,종로구,4.0
충신동,62-2,CS타워,2011,2022,8,3,11110,5,21.94,16000,종로구,1.6
숭인동,202-3,종로중흥S클래스,2013,2022,8,22,11110,8,17.811,13300,종로구,1.33
익선동,55,현대뜨레비앙,2003,2022,8,1,11110,9,28.1,31000,종로구,3.1
숭인동,296-19,삼전솔하임2차,2012,2022,8,13,11110,8,16.67,13000,종로구,1.3
숭인동,202-3,종로중흥S클래스,2013,2022,8,4,11110,7,19.466,13570,종로구,1.357
익선동,55,현대뜨레비앙,2003,2022,8,4,11110,2,48.54,37500,종로구,3.75
숭인동,1392,익성씨티하임,2013,2022,9,3,11110,11,15.42,11400,종로구,1.14
숭인동,1392,익성씨티하임,2013,2022,9,3,11110,11,15.42,11400,종로구,1.14
무악동,89,경희궁롯데캐슬,2019,2022,9,21,11110,2,59.6737,110000,종로구,11.0
평동,233,경희궁자이(3단지),2017,2022,9,16,11110,7,84.614,189000,종로구,18.9
연건동,195-10,이화에수풀,2014,2022,9,7,11110,13,16.98,16000,종로구,1.6
평창동,595,갑을아파트,1997,2022,9,29,11110,11,30.46,18500,종로구,1.85
숭인동,201-11,종로유케이201,2013,2022,9,13,11110,10,12.01,9700,종로구,0.97
숭인동,318-2,삼전솔하임4차,2014,2022,9,28,11110,16,15.09,12510,종로구,1.251
평창동,66-1,엘리시아,2009,2022,9,19,11110,2,236.07,106076,종로구,10.6076
평창동,66-1,엘리시아,2009,2022,9,19,11110,3,213.07,94331,종로구,9.4331
숭인동,296-19,삼전솔하임2차,2012,2022,10,13,11110,5,16.67,13500,종로구,1.35
숭인동,318-2,삼전솔하임4차,2014,2022,10,10,11110,17,15.09,12350,종로구,1.235
숭인동,202-3,종로중흥S클래스,2013,2022,10,5,11110,14,17.811,13400,종로구,1.34
숭인동,318-2,삼전솔하임4차,2014,2022,10,13,11110,17,15.09,12500,종로구,1.25
명륜2가,236,아남2,1996,2022,11,14,11110,4,84.9,90000,종로구,9.0
명륜2가,236,아남2,1996,2022,11,14,11110,4,84.9,90000,종로구,9.0
명륜2가,236,아남2,1996,2022,11,14,11110,4,84.9,90000,종로구,9.0
충신동,62-2,CS타워,2011,2022,11,26,11110,10,21.94,15300,종로구,1.53
명륜2가,236,아남2,1996,2022,11,14,11110,4,84.9,90000,종로구,9.0
창신동,703,창신쌍용2,1993,2022,11,19,11110,9,54.7,59500,종로구,5.95
연건동,195-10,이화에수풀,2014,2022,11,15,11110,7,16.98,18600,종로구,1.86
숭인동,1392-1,종로아인스빌,2013,2022,11,28,11110,14,12.15,12000,종로구,1.2
익선동,30-6,운현신화타워,1998,2022,11,2,11110,11,84.26,65000,종로구,6.5
숭인동,202-3,종로중흥S클래스,2013,2022,11,5,11110,13,17.811,12900,종로구,1.29
연건동,195-10,이화에수풀,2014,2022,12,31,11110,9,19.86,19500,종로구,1.95
효제동,65-2,포레스트힐시티,2017,2022,12,17,11110,5,20.3861,20000,종로구,2.0
연건동,195-10,이화에수풀,2014,2022,12,30,11110,10,16.98,20200,종로구,2.02
효제동,65-2,포레스트힐시티,2017,2022,12,8,11110,5,16.672,16000,종로구,1.6
숭인동,1392,익성씨티하임,2013,2022,12,28,11110,14,15.76,13000,종로구,1.3
누상동,40,청호그린빌,1999,2022,12,19,11110,4,29.76,19000,종로구,1.9
숭인동,766,종로청계힐스테이트,2009,2022,12,22,11110,18,59.9426,73000,종로구,7.3
무악동,82,현대,2000,2022,12,15,11110,13,60.0,75000,종로구,7.5
홍파동,199,경희궁자이(2단지),2017,2023,1,27,11110,12,84.8359,169000,종로구,16.9
평창동,595,갑을아파트,1997,2023,1,28,11110,6,30.46,18900,종로구,1.89
무악동,82,현대,2000,2023,1,26,11110,6,84.92,99960,종로구,9.996
인의동,48-2,효성쥬얼리시티,2006,2023,1,26,11110,17,84.7,79000,종로구,7.9
숭인동,1421-2,숭인한양LEEPS,2014,2023,1,20,11110,7,12.78,12200,종로구,1.22
사직동,9-1,광화문스페이스본(106동),2008,2023,1,20,11110,12,163.33,200000,종로구,20.0
무악동,60,인왕산아이파크,2008,2023,1,10,11110,16,114.931,155500,종로구,15.55
무악동,82,현대,2000,2023,2,21,11110,9,84.92,105950,종로구,10.595
연지동,163-3,아르젠종로,2015,2023,2,28,11110,13,47.24,38000,종로구,3.8
내수동,95,경희궁파크팰리스,2003,2023,2,21,11110,13,146.39,185000,종로구,18.5
무악동,82,현대,2000,2023,2,21,11110,9,84.92,105950,종로구,10.595
평동,233,경희궁자이(3단지),2017,2023,2,21,11110,4,59.8547,141000,종로구,14.1
홍파동,199,경희궁자이(2단지),2017,2023,2,17,11110,13,84.8359,189000,종로구,18.9
창신동,328-17,동대문,1966,2023,2,11,11110,1,28.8,45000,종로구,4.5
숭인동,766,종로청계힐스테이트,2009,2023,2,13,11110,18,59.9426,72000,종로구,7.2
내수동,95,경희궁파크팰리스,2003,2023,2,21,11110,13,146.39,185000,종로구,18.5
홍파동,199,경희궁자이(2단지),2017,2023,2,21,11110,13,84.614,181000,종로구,18.1
무악동,60,인왕산아이파크,2008,2023,3,29,11110,11,84.858,150000,종로구,15.0
평동,233,경희궁자이(3단지),2017,2023,3,31,11110,16,77.6543,167000,종로구,16.7
평동,233,경희궁자이(3단지),2017,2023,3,24,11110,9,84.614,172000,종로구,17.2
평동,233,경희궁자이(3단지),2017,2023,3,23,11110,7,84.614,180000,종로구,18.0
내수동,73,경희궁의아침4단지,2004,2023,3,30,11110,7,124.17,170000,종로구,17.0
내수동,95,경희궁파크팰리스,2003,2023,3,27,11110,4,146.33,180000,종로구,18.0
신문로2가,171,디팰리스,2020,2023,3,16,11110,10,118.749,285000,종로구,28.5
무악동,89,경희궁롯데캐슬,2019,2023,3,11,11110,10,104.445,170000,종로구,17.0
사직동,9,광화문스페이스본(101동~105동),2008,2023,3,25,11110,8,94.51,143000,종로구,14.3
무악동,82,현대,2000,2023,3,13,11110,12,60.0,72900,종로구,7.29
사직동,9,광화문스페이스본(101동~105동),2008,2023,4,21,11110,12,160.85,190000,종로구,19.0
인의동,48-2,효성쥬얼리시티,2006,2023,4,21,11110,9,98.39,85000,종로구,8.5
평동,233,경희궁자이(3단지),2017,2023,4,23,11110,18,84.8359,183500,종로구,18.35
홍파동,199,경희궁자이(2단지),2017,2023,4,27,11110,17,77.9737,162500,종로구,16.25
홍파동,199,경희궁자이(2단지),2017,2023,4,23,11110,14,59.8547,155000,종로구,15.5
익선동,55,현대뜨레비앙,2003,2023,4,11,11110,4,46.64,38000,종로구,3.8
인의동,48-2,효성쥬얼리시티,2006,2023,4,9,11110,14,92.81,90000,종로구,9.0
홍파동,199,경희궁자이(2단지),2017,2023,4,14,11110,10,84.8359,180200,종로구,18.02
홍파동,199,경희궁자이(2단지),2017,2023,4,7,11110,10,101.9914,240000,종로구,24.0
무악동,89,경희궁롯데캐슬,2019,2023,4,10,11110,15,59.6737,118000,종로구,11.8
숭인동,318-2,삼전솔하임4차,2014,2023,5,17,11110,15,15.09,13400,종로구,1.34
평창동,46-1,크래스빌,2003,2023,5,31,11110,5,194.59,103000,종로구,10.3
무악동,82,현대,2000,2023,5,4,11110,2,60.0,70000,종로구,7.0
무악동,82,현대,2000,2023,5,25,11110,9,84.92,118900,종로구,11.89
숭인동,1392-1,종로아인스빌,2013,2023,5,30,11110,10,12.15,11000,종로구,1.1
무악동,82,현대,2000,2023,5,27,11110,14,60.0,82800,종로구,8.28
숭인동,1421,버넷하임1,2013,2023,5,29,11110,15,17.96,12600,종로구,1.26
숭인동,318-2,삼전솔하임4차,2014,2023,5,17,11110,15,15.09,13400,종로구,1.34
숭인동,243,블루빌,2017,2023,5,13,11110,5,44.56,28000,종로구,2.8
내수동,73,경희궁의아침4단지,2004,2023,5,17,11110,12,150.77,213000,종로구,21.3
명륜1가,19,렉스빌,2006,2023,6,25,11110,6,80.5,60000,종로구,6.0
신문로2가,171,디팰리스,2020,2023,6,24,11110,10,148.111,408000,종로구,40.8
무악동,82,현대,2000,2023,6,19,11110,5,84.92,108900,종로구,10.89
무악동,82,현대,2000,2023,6,19,11110,3,60.0,79900,종로구,7.99
숭인동,204-11,숭인상가,1979,2023,6,27,11110,7,78.75,65000,종로구,6.5
무악동,60,인왕산아이파크,2008,2023,6,30,11110,7,84.858,129500,종로구,12.95
사직동,9,광화문스페이스본(101동~105동),2008,2023,6,10,11110,8,146.92,170000,종로구,17.0
익선동,30-6,운현신화타워,1998,2023,6,24,11110,14,50.31,64500,종로구,6.45
홍파동,199,경희궁자이(2단지),2017,2023,6,8,11110,14,84.9443,188000,종로구,18.8
홍파동,199,경희궁자이(2단지),2017,2023,6,22,11110,10,84.8359,182500,종로구,18.25
창신동,232,두산,1999,2023,7,26,11110,10,84.9,111000,종로구,11.1
평창동,595,갑을아파트,1997,2023,7,31,11110,6,53.33,31900,종로구,3.19
사직동,9,광화문스페이스본(101동~105동),2008,2023,7,20,11110,6,159.01,209000,종로구,20.9
홍파동,199,경희궁자이(2단지),2017,2023,7,17,11110,12,84.9443,192500,종로구,19.25
창신동,702,창신쌍용1,1992,2023,7,28,11110,8,54.7,65000,종로구,6.5
창신동,23-76,브라운스톤창신,2006,2023,7,8,11110,12,84.67,83000,종로구,8.3
평창동,45,벽산블루밍평창힐스,2004,2023,7,10,11110,1,186.9,163000,종로구,16.3
평동,233,경희궁자이(3단지),2017,2023,7,18,11110,16,84.8359,204500,종로구,20.45
내수동,73,경희궁의아침4단지,2004,2023,7,26,11110,10,124.17,180000,종로구,18.0
익선동,55,현대뜨레비앙,2003,2023,7,28,11110,2,48.54,35000,종로구,3.5
신문로1가,238,신문로맨션,1981,2023,8,25,11110,8,81.28,65000,종로구,6.5
명륜2가,237,명륜동주상복합아남아파트,1999,2023,8,11,11110,3,172.17,205000,종로구,20.5
신문로1가,238,신문로맨션,1981,2023,8,25,11110,8,81.28,65000,종로구,6.5
창신동,232,두산,1999,2023,8,19,11110,1,59.95,84000,종로구,8.4
익선동,55,현대뜨레비앙,2003,2023,8,23,11110,6,48.54,41000,종로구,4.1
홍파동,199,경희궁자이(2단지),2017,2023,8,26,11110,4,59.895,155000,종로구,15.5
무악동,89,경희궁롯데캐슬,2019,2023,8,26,11110,14,84.8792,147500,종로구,14.75
평창동,45,벽산블루밍평창힐스,2004,2023,8,23,11110,4,155.97,148000,종로구,14.8
평동,233,경희궁자이(3단지),2017,2023,8,31,11110,2,59.8547,150000,종로구,15.0
청운동,56-45,청운현대,2000,2023,8,29,11110,4,103.67,113000,종로구,11.3
사직동,9,광화문스페이스본(101동~105동),2008,2023,9,4,11110,9,94.51,146500,종로구,14.65
평동,233,경희궁자이(3단지),2017,2023,9,9,11110,18,77.6543,181000,종로구,18.1
창신동,702,창신쌍용1,1992,2023,9,21,11110,14,54.7,60000,종로구,6.0
명륜2가,237,명륜동주상복합아남아파트,1999,2023,9,20,11110,3,115.05,133000,종로구,13.3
창신동,703,창신쌍용2,1993,2023,9,19,11110,11,115.53,90000,종로구,9.0
효제동,126-2,이지마루종로,2021,2023,9,22,11110,9,25.55,48500,종로구,4.85
숭인동,296-19,삼전솔하임2차,2012,2023,9,23,11110,10,14.69,11000,종로구,1.1
창신동,702,창신쌍용1,1992,2023,9,26,11110,9,79.87,75000,종로구,7.5
익선동,55,현대뜨레비앙,2003,2023,9,11,11110,7,45.5,45000,종로구,4.5
수송동,85,로얄팰리스스위트,2005,2023,9,23,11110,10,39.67,43500,종로구,4.35
사직동,9,광화문스페이스본(101동~105동),2008,2023,10,23,11110,4,108.55,168000,종로구,16.8
명륜2가,4,아남1,1995,2023,10,25,11110,9,84.9,109500,종로구,10.95
홍파동,199,경희궁자이(2단지),2017,2023,10,25,11110,8,84.8359,182000,종로구,18.2
사직동,9-1,광화문스페이스본(106동),2008,2023,10,16,11110,6,153.42,154000,종로구,15.4
익선동,55,현대뜨레비앙,2003,2023,10,19,11110,4,48.54,43500,종로구,4.35
홍파동,199,경희궁자이(2단지),2017,2023,10,18,11110,19,84.614,192000,종로구,19.2
평동,233,경희궁자이(3단지),2017,2023,10,21,11110,12,84.8359,200000,종로구,20.0
수송동,85,로얄팰리스스위트,2005,2023,10,26,11110,10,83.26,100000,종로구,10.0
평창동,72,롯데낙천대,2001,2023,10,17,11110,4,91.06,92000,종로구,9.2
평동,233,경희궁자이(3단지),2017,2023,10,15,11110,4,59.7547,148000,종로구,14.8
숭인동,76,롯데캐슬천지인,2004,2023,11,30,11110,19,111.73,112000,종로구,11.2
홍파동,199,경희궁자이(2단지),2017,2023,11,20,11110,6,101.9914,248000,종로구,24.8
사직동,9,광화문스페이스본(101동~105동),2008,2023,11,13,11110,7,159.01,200000,종로구,20.0
연건동,195-10,이화에수풀,2014,2023,11,29,11110,10,16.98,18700,종로구,1.87
홍파동,199,경희궁자이(2단지),2017,2023,11,20,11110,6,84.8359,200000,종로구,20.0
창신동,703,창신쌍용2,1993,2023,11,24,11110,4,79.87,75500,종로구,7.55
인의동,48-2,효성쥬얼리시티,2006,2023,11,23,11110,9,84.7,90000,종로구,9.0
창신동,703,창신쌍용2,1993,2023,11,18,11110,5,64.66,58000,종로구,5.8
수송동,85,로얄팰리스스위트,2005,2023,11,30,11110,8,29.31,29000,종로구,2.9
숭인동,296-19,삼전솔하임2차,2012,2023,11,29,11110,8,14.69,11000,종로구,1.1
교북동,126,경희궁자이(4단지),2017,2023,12,26,11110,16,45.879,102000,종로구,10.2
교북동,126,경희궁자이(4단지),2017,2023,12,28,11110,16,45.879,102000,종로구,10.2
숭인동,296-19,삼전솔하임2차,2012,2023,12,30,11110,9,16.67,10800,종로구,1.08
홍파동,199,경희궁자이(2단지),2017,2023,12,27,11110,8,84.8359,194000,종로구,19.4
무악동,89,경희궁롯데캐슬,2019,2023,12,22,11110,9,59.6737,128000,종로구,12.8
무악동,89,경희궁롯데캐슬,2019,2023,12,16,11110,14,84.8792,150000,종로구,15.0
평창동,66-1,엘리시아,2009,2023,12,28,11110,2,236.07,114000,종로구,11.4
평창동,72,롯데낙천대,2001,2023,12,20,11110,4,110.53,118000,종로구,11.8
신문로2가,171,디팰리스,2020,2023,12,11,11110,16,118.749,280000,종로구,28.0
창신동,702,창신쌍용1,1992,2023,12,8,11110,11,79.87,69000,종로구,6.9
숭인동,766,종로청계힐스테이트,2009,2024,1,19,11110,13,84.9478,101300,종로구,10.13
무악동,60,인왕산아이파크,2008,2024,1,29,11110,11,59.993,101000,종로구,10.1
홍파동,199,경희궁자이(2단지),2017,2024,1,22,11110,4,84.614,200000,종로구,20.0
익선동,55,현대뜨레비앙,2003,2024,1,30,11110,2,48.54,42000,종로구,4.2
평창동,145-5,일성빌라트,1996,2024,1,27,11110,3,84.99,70500,종로구,7.05
평창동,108,롯데캐슬로잔,2009,2024,1,22,11110,1,191.725,135000,종로구,13.5
홍파동,199,경희궁자이(2단지),2017,2024,1,18,11110,12,84.8359,195000,종로구,19.5
무악동,66-1,무악다온채,2011,2024,1,29,11110,9,33.76,39000,종로구,3.9
홍파동,199,경희궁자이(2단지),2017,2024,1,24,11110,9,59.8547,156000,종로구,15.6
평동,233,경희궁자이(3단지),2017,2024,1,27,11110,14,84.8359,200000,종로구,20.0
숭인동,494,"동문(비동,씨동)(494-0)",1997,2024,2,24,11110,5,59.94,44000,종로구,4.4
평창동,595,갑을아파트,1997,2024,2,18,11110,12,32.56,19000,종로구,1.9
숭인동,1421-1,종로동광모닝스카이,2013,2024,2,29,11110,15,15.855,11000,종로구,1.1
무악동,60,인왕산아이파크,2008,2024,2,17,11110,1,84.858,108000,종로구,10.8
홍파동,199,경희궁자이(2단지),2017,2024,2,25,11110,10,84.8359,214000,종로구,21.4
무악동,60,인왕산아이파크,2008,2024,2,20,11110,3,84.858,128000,종로구,12.8
창신동,702,창신쌍용1,1992,2024,2,27,11110,11,54.7,67000,종로구,6.7
사직동,9,광화문스페이스본(101동~105동),2008,2024,2,23,11110,11,136.4,167000,종로구,16.7
행촌동,41-1,대성아파트,1971,2024,2,28,11110,6,94.94,30000,종로구,3.0
무악동,60,인왕산아이파크,2008,2024,2,24,11110,5,59.993,97000,종로구,9.7
명륜2가,4,아남1,1995,2024,3,29,11110,11,84.9,127000,종로구,12.7
명륜2가,4,아남1,1995,2024,3,28,11110,10,84.9,120500,종로구,12.05
무악동,89,경희궁롯데캐슬,2019,2024,3,27,11110,4,84.8792,145000,종로구,14.5
무악동,82,현대,2000,2024,3,23,11110,7,60.0,91470,종로구,9.147
무악동,60,인왕산아이파크,2008,2024,3,26,11110,13,157.289,180000,종로구,18.0
무악동,88,인왕산2차아이파크,2015,2024,3,18,11110,11,84.0283,118000,종로구,11.8
숭인동,2-1,종로센트레빌,2008,2024,3,29,11110,5,84.92,96000,종로구,9.6
숭인동,766,종로청계힐스테이트,2009,2024,3,29,11110,3,59.9426,79000,종로구,7.9
창신동,703,창신쌍용2,1993,2024,3,29,11110,9,115.53,61850,종로구,6.185
무악동,89,경희궁롯데캐슬,2019,2024,3,29,11110,4,84.8792,149000,종로구,14.9
평창동,155-1,노블레스빌,2002,2024,4,16,11110,4,241.55,160000,종로구,16.0
신문로2가,171,디팰리스,2020,2024,4,30,11110,15,118.749,280000,종로구,28.0
구기동,95-15,포시즌,2003,2024,4,24,11110,2,98.26,54500,종로구,5.45
창신동,232,두산,1999,2024,4,20,11110,10,84.9,102000,종로구,10.2
창신동,232,두산,1999,2024,4,16,11110,3,84.9,95000,종로구,9.5
창신동,232,두산,1999,2024,4,16,11110,12,59.95,83000,종로구,8.3
내수동,71,경희궁의아침2단지,2004,2024,4,13,11110,3,124.17,185000,종로구,18.5
평동,233,경희궁자이(3단지),2017,2024,4,13,11110,6,59.8547,156000,종로구,15.6
홍파동,199,경희궁자이(2단지),2017,2024,4,13,11110,2,84.9443,184000,종로구,18.4
홍파동,199,경희궁자이(2단지),2017,2024,4,15,11110,7,59.8655,160000,종로구,16.0
창신동,703,창신쌍용2,1993,2024,5,8,11110,6,54.7,57000,종로구,5.7
연건동,195-10,이화에수풀,2014,2024,5,24,11110,4,16.98,18000,종로구,1.8
숭인동,1419-2,에비뉴청계Ⅰ,2023,2024,5,27,11110,12,24.52,33280,종로구,3.328
숭인동,1419-2,에비뉴청계Ⅰ,2023,2024,5,23,11110,11,18.41,23400,종로구,2.34
교북동,126,경희궁자이(4단지),2017,2024,5,26,11110,19,45.879,108000,종로구,10.8
평동,233,경희궁자이(3단지),2017,2024,5,30,11110,11,84.9443,200000,종로구,20.0
홍파동,199,경희궁자이(2단지),2017,2024,5,14,11110,9,84.614,198000,종로구,19.8
무악동,60,인왕산아이파크,2008,2024,5,31,11110,6,84.858,128000,종로구,12.8
무악동,60,인왕산아이파크,2008,2024,5,25,11110,13,84.858,129000,종로구,12.9
무악동,89,경희궁롯데캐슬,2019,2024,5,21,11110,10,59.6737,130000,종로구,13.0
평동,233,경희궁자이(3단지),2017,2024,6,18,11110,3,59.8547,147000,종로구,14.7
구기동,125-5,마운틴뷰,2019,2024,6,3,11110,5,74.82,59000,종로구,5.9
명륜2가,237,명륜동주상복합아남아파트,1999,2024,6,20,11110,5,47.43,70000,종로구,7.0
창신동,232,두산,1999,2024,6,30,11110,3,59.95,80000,종로구,8.0
홍파동,199,경희궁자이(2단지),2017,2024,6,26,11110,10,84.614,222000,종로구,22.2
창신동,23-816,창신이수,2003,2024,6,24,11110,3,120.84,102500,종로구,10.25
평동,233,경희궁자이(3단지),2017,2024,6,30,11110,6,59.9425,175000,종로구,17.5
무악동,88,인왕산2차아이파크,2015,2024,6,27,11110,6,84.4541,118000,종로구,11.8
평동,233,경희궁자이(3단지),2017,2024,6,27,11110,13,84.8359,200000,종로구,20.0
창신동,601,MID그린(1동),2002,2024,6,19,11110,5,59.55,44300,종로구,4.43
무악동,60,인왕산아이파크,2008,2024,7,17,11110,1,114.931,143500,종로구,14.35
익선동,55,현대뜨레비앙,2003,2024,7,21,11110,4,46.64,43500,종로구,4.35
내수동,71,경희궁의아침2단지,2004,2024,7,18,11110,13,140.78,197000,종로구,19.7
창신동,703,창신쌍용2,1993,2024,7,26,11110,10,64.66,59000,종로구,5.9
창신동,703,창신쌍용2,1993,2024,7,22,11110,13,64.66,64000,종로구,6.4
무악동,82,현대,2000,2024,7,22,11110,9,60.0,86990,종로구,8.699
